"filename", "language", "XML", "Gradle", "Batch", "Java Properties", "Markdown", "Java", "JSON", "HTML", "JavaScript", "CSS", "Less", "XSL", "comment", "blank", "total"
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$1.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$2.class", "Java", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$3.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$4.class", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$5.class", "Java", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$6.class", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$7.class", "Java", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU$8.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMU.class", "Java", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$1.class", "Java", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$2.class", "Java", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$3.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$4.class", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$5.class", "Java", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration$6.class", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorBNO055IMUCalibration.class", "Java", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 52
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorColor$1.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorColor$2.class", "Java", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorColor.class", "Java", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 33
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorDigitalTouch.class", "Java", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorHuskyLens.class", "Java", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 30
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorIMUNonOrthogonal.class", "Java", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorIMUOrthogonal.class", "Java", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorKLNavxMicro.class", "Java", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 43
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorLimelight3A.class", "Java", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 83
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorMRColor$1.class", "Java", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorMRColor$2.class", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/gavinatkinson/Documents/Code/FTC-2024-2025/FtcRobotController/build/intermediates/javac/debug/compileDebugJavaWithJavac/classes/org/firstinspires/ftc/robotcontroller/external/samples/SensorMRColor.class", "Java", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 25
